block	start	end	size	events	unique_start_ips	unique_sources	top_sources	top_targets	top_deltas	byte_statuses
214	0x30eeea	0x30f3c5	0x4db	886	322	86	199:28,347:28,108:27,173:26,352:26,301:25,333:24,337:23	199:28,347:28,108:27,173:26,352:26,301:25,333:24,337:23	+0x4:359,+0x5:183,+0x2:142,+0x3:141,+0x6:61	exact:886
215	0x30f3d6	0x30f645	0x26f	486	162	65	144:24,168:21,114:18,18:15,28:15,347:15,108:15,91:12	144:24,168:21,114:18,28:15,347:15,108:15,91:12,268:12	+0x4:198,+0x5:105,+0x3:78,+0x2:78,+0x6:27	exact:486
216	0x30f64d	0x30fd84	0x737	486	486	97	307:20,28:19,64:17,18:17,199:16,347:16,189:15,340:14	307:20,28:19,64:17,18:17,199:16,347:16,189:15,340:14	+0x4:273,+0x3:106,+0x5:49,+0x2:41,+0x6:15,+0xa:2	exact:486
217	0x30fd95	0x310dba	0x1025	17195	1088	106	307:938,114:774,340:765,189:679,337:679,66:669,215:664,168:657	307:938,114:774,340:765,189:679,337:679,66:669,215:664,168:657	+0x4:10672,+0x3:4078,+0x5:981,+0x2:974,+0x6:393,+0xa:97	exact:17195
218	0x310dca	0x31297d	0x1bb3	169624	1864	101	337:6825,340:6370,185:6006,307:6006,114:5915,28:5915,258:5824,64:5824	337:6825,340:6370,185:6006,307:6006,114:5915,28:5915,258:5824,64:5824	+0x4:107926,+0x3:41951,+0x5:7371,+0x2:7007,+0x6:4277,+0xa:1001,+0xd:91	exact:169624
219	0x3129aa	0x3157e1	0x2e37	283465	3115	101	258:11375,337:11102,28:10920,114:10283,18:10283,189:10101,64:9919,340:9646	258:11375,337:11102,28:10920,114:10283,18:10283,189:10101,64:9919,340:9646	+0x4:182182,+0x3:71526,+0x5:11011,+0x2:10465,+0x6:6370,+0xa:1911	exact:283465
220	0x31580e	0x315cc0	0x4b2	28847	317	72	340:1638,297:1365,258:1274,189:1183,18:1183,64:1092,157:1001,185:1001	340:1638,297:1365,258:1274,189:1183,18:1183,64:1092,157:1001,185:1001	+0x4:18200,+0x3:7098,+0x2:1365,+0x5:1274,+0x6:728,+0xa:182	exact:28847
221	0x315cc8	0x316672	0x9aa	653	653	85	66:26,258:26,18:26,189:25,28:25,337:24,347:24,340:23	66:26,258:26,18:26,189:25,28:25,337:24,347:24,340:23	+0x4:417,+0x3:167,+0x2:25,+0x5:25,+0x6:15,+0xa:4	exact:653
222	0x31aa27	0x31aec3	0x49c	307	307	81	66:11,28:10,258:9,340:9,157:9,337:9,199:9,307:8	66:11,28:10,258:9,340:9,157:9,337:9,199:9,307:8	+0x4:156,+0x3:62,+0x5:40,+0x2:31,+0x6:18	exact:307
223	0x31aed4	0x31b31b	0x447	328	286	86	337:15,168:14,43:13,307:12,258:10,28:9,124:9,215:8	337:15,168:14,43:13,307:12,258:10,28:9,124:9,215:8	+0x4:154,+0x3:58,+0x5:51,+0x2:43,+0x6:22	exact:328
224	0x31b331	0x31b343	0x12	35	5	5	258:7,307:7,157:7,290:7,257:7	307:7,157:7,290:7,257:7,308:7	+0x4:14,+0x3:7,+0x5:7,+0x2:7	exact:35
225	0x31b34b	0x31b82c	0x4e1	512	323	82	28:17,168:17,64:16,239:16,198:15,337:15,18:14,160:14	28:17,168:17,64:16,239:16,198:15,337:15,18:14,160:14	+0x4:207,+0x5:105,+0x2:82,+0x3:81,+0x6:37	exact:512
226	0x31b83d	0x31ba35	0x1f8	131	131	62	337:5,307:5,157:5,3:4,144:4,203:4,108:4,180:3	337:5,307:5,157:5,3:4,144:4,203:4,108:4,180:3	+0x4:53,+0x5:29,+0x3:21,+0x2:21,+0x6:7	exact:131
227	0x31ba3d	0x31bbf9	0x1bc	172	115	63	18:10,183:7,37:6,220:6,256:6,297:6,157:6,239:5	18:10,183:7,37:6,220:6,256:6,297:6,157:6,239:5	+0x4:67,+0x5:36,+0x2:28,+0x3:27,+0x6:14	exact:172
228	0x31bc0a	0x31be7c	0x272	489	163	70	237:21,297:18,256:18,183:15,172:15,199:15,144:15,157:12	237:21,297:18,256:18,183:15,172:15,199:15,144:15,269:12	+0x4:198,+0x5:105,+0x3:81,+0x2:78,+0x6:27	exact:489
229	0x31be84	0x31c005	0x181	143	101	54	168:10,18:10,114:9,171:8,253:8,52:8,215:5,196:4	168:10,18:10,114:9,253:8,52:8,75:8,215:5,196:4	+0x4:58,+0x2:24,+0x5:24,+0x3:23,+0x6:14	exact:143
230	0x31c01b	0x31c02d	0x12	35	5	5	114:7,28:7,268:7,0:7,108:7	28:7,268:7,0:7,108:7,266:7	+0x4:14,+0x3:7,+0x5:7,+0x2:7	exact:35
231	0x31c035	0x31c33a	0x305	272	203	73	18:16,258:12,307:12,340:10,347:9,64:8,176:8,28:7	18:16,258:12,307:12,340:10,347:9,64:8,176:8,28:7	+0x4:135,+0x3:59,+0x5:35,+0x2:30,+0x6:13	exact:272
232	0x31c34b	0x31c596	0x24b	306	153	66	347:18,199:14,157:14,66:12,203:12,185:10,26:10,18:10	347:18,199:14,157:14,66:12,203:12,185:10,26:10,18:10	+0x4:166,+0x3:60,+0x5:38,+0x2:28,+0x6:14	exact:306
233	0x31c5a7	0x31c79f	0x1f8	131	131	61	64:6,180:5,144:5,18:4,199:4,297:4,3:4,168:4	64:6,180:5,144:5,199:4,297:4,3:4,168:4,30:4	+0x4:53,+0x5:29,+0x3:21,+0x2:21,+0x6:7	exact:131
234	0x31c7a7	0x31c963	0x1bc	172	115	63	66:11,173:11,253:6,220:6,347:6,258:6,124:6,215:5	66:11,173:11,253:6,220:6,347:6,258:6,124:6,215:5	+0x4:67,+0x5:36,+0x2:28,+0x3:27,+0x6:14	exact:172
235	0x31c974	0x31cbe6	0x272	489	163	69	18:21,196:18,66:18,108:18,220:15,114:15,320:15,215:15	18:21,196:18,66:18,108:18,220:15,114:15,320:15,215:15	+0x4:198,+0x5:105,+0x3:81,+0x2:78,+0x6:27	exact:489
236	0x31cbee	0x31cd8c	0x19e	110	110	52	258:7,64:6,20:6,307:5,28:5,199:5,347:4,215:4	258:7,64:6,20:6,307:5,28:5,199:5,347:4,215:4	+0x4:59,+0x3:26,+0x2:10,+0x5:10,+0x6:5	exact:110
237	0x31cd9a	0x31cfb6	0x21c	144	144	52	189:8,114:7,297:7,199:7,66:7,337:6,174:6,347:5	189:8,114:7,297:7,199:7,66:7,337:6,174:6,347:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
238	0x31cfc4	0x31d273	0x2af	182	182	65	189:7,340:7,18:7,347:7,64:6,215:6,28:6,258:6	189:7,340:7,18:7,347:7,64:6,215:6,28:6,258:6	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:6	exact:182
239	0x31d281	0x31d49d	0x21c	144	144	52	337:8,189:8,18:7,258:7,28:6,196:5,66:5,185:5	337:8,189:8,18:7,258:7,28:6,196:5,66:5,185:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
240	0x31d4ab	0x31d75a	0x2af	182	182	64	340:12,18:8,114:7,307:6,199:6,189:6,297:6,157:5	340:12,18:8,114:7,307:6,199:6,189:6,297:6,157:5	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:6	exact:182
241	0x31d768	0x31d984	0x21c	144	144	49	337:8,189:8,28:7,18:7,340:6,199:6,215:6,157:5	337:8,189:8,28:7,18:7,340:6,199:6,215:6,157:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
242	0x31d992	0x31dc41	0x2af	182	182	63	28:10,347:10,66:8,258:8,199:7,337:5,43:5,64:5	28:10,347:10,66:8,258:8,199:7,337:5,43:5,64:5	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:6	exact:182
243	0x31dc4f	0x31dd95	0x146	85	85	37	337:7,33:6,157:4,168:4,26:4,268:4,340:4,189:3	337:7,33:6,157:4,168:4,26:4,268:4,340:4,189:3	+0x4:55,+0x3:19,+0x5:5,+0x2:3,+0x6:3	exact:85
244	0x31df8f	0x31e052	0xc3	53	53	21	174:6,28:4,347:4,189:3,161:3,337:3,20:3,176:3	174:6,28:4,347:4,189:3,161:3,337:3,20:3,176:3	+0x4:34,+0x3:17,+0x2:1,+0x6:1	exact:53
245	0x31e060	0x31e171	0x111	72	72	33	315:6,157:6,196:4,66:4,340:4,305:4,347:4,64:3	315:6,157:6,196:4,66:4,340:4,305:4,347:4,64:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
246	0x31e182	0x31e23f	0xbd	51	51	21	176:5,114:5,64:4,199:3,18:3,161:3,297:3,123:3	176:5,114:5,64:4,18:3,161:3,297:3,123:3,189:3	+0x4:33,+0x3:17,+0x6:1	exact:51
247	0x31e24d	0x31e35e	0x111	72	72	31	18:5,333:4,258:4,337:4,33:4,340:4,346:4,157:3	18:5,333:4,258:4,337:4,33:4,340:4,346:4,157:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
248	0x31e36f	0x31e42c	0xbd	51	51	22	20:5,189:4,66:4,161:4,337:4,258:4,199:3,18:3	20:5,189:4,66:4,161:4,337:4,258:4,199:3,18:3	+0x4:33,+0x3:17,+0x6:1	exact:51
249	0x31e43a	0x31e54b	0x111	72	72	32	168:6,287:5,189:5,64:4,66:4,18:3,333:3,114:3	168:6,287:5,189:5,64:4,66:4,18:3,333:3,114:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
250	0x31e55c	0x31e619	0xbd	51	51	21	20:5,337:5,28:4,174:4,158:4,258:3,66:3,347:3	20:5,337:5,174:4,158:4,258:3,28:3,66:3,347:3	+0x4:33,+0x3:17,+0x6:1	exact:51
251	0x31e627	0x31e738	0x111	72	72	33	297:5,340:5,333:4,28:4,315:3,189:3,346:3,199:3	297:5,340:5,333:4,28:4,315:3,189:3,346:3,199:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
252	0x31e749	0x31e75d	0x14	5	5	5	196:1,253:1,297:1,79:1,198:1	253:1,297:1,79:1,198:1,117:1	+0x4:1,+0x6:1,+0x3:1,+0x5:1,+0x2:1	exact:5
253	0x31e77f	0x31e842	0xc3	51	51	36	144:4,114:3,185:2,91:2,220:2,173:2,347:2,199:2	144:4,114:3,185:2,91:2,220:2,173:2,347:2,199:2	+0x4:21,+0x5:10,+0x3:9,+0x2:8,+0x6:3	exact:51
254	0x31ea5c	0x31ea8c	0x30	13	13	12	268:2,354:1,18:1,64:1,253:1,269:1,144:1,165:1	268:2,18:1,64:1,253:1,269:1,144:1,165:1,340:1	+0x4:5,+0x2:3,+0x3:2,+0x5:2,+0x6:1	exact:13
255	0x31eae4	0x31ec6a	0x186	104	104	49	337:7,297:6,28:5,189:5,340:5,307:4,123:4,157:3	337:7,297:6,28:5,189:5,340:5,307:4,123:4,157:3	+0x4:55,+0x3:26,+0x5:10,+0x2:9,+0x6:4	exact:104
256	0x31ec78	0x31eead	0x235	150	150	52	64:9,18:7,157:7,307:7,347:7,114:6,161:6,337:5	64:9,18:7,157:7,307:7,347:7,114:6,161:6,337:5	+0x4:95,+0x3:38,+0x5:7,+0x2:6,+0x6:4	exact:150
257	0x31eebb	0x31f0f0	0x235	150	150	54	66:8,258:7,340:7,199:7,337:6,28:6,172:5,114:5	66:8,258:7,340:7,199:7,337:6,28:6,172:5,114:5	+0x4:95,+0x3:38,+0x5:7,+0x2:6,+0x6:4	exact:150
258	0x31f0fe	0x31f2b1	0x1b3	116	116	37	189:8,114:7,215:6,203:5,258:5,347:5,185:5,297:5	189:8,114:7,215:6,203:5,258:5,347:5,185:5,297:5	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
259	0x33170b	0x331945	0x23a	251	149	63	196:22,258:22,199:20,171:18,239:18,122:18,172:6,189:5	196:22,258:22,199:20,239:18,122:18,210:18,172:6,189:5	+0x4:117,+0x3:46,+0x5:32,+0x2:31,+0x6:25	exact:251
260	0x33195b	0x33196d	0x12	85	5	5	340:17,203:17,18:17,0:17,144:17	203:17,18:17,0:17,144:17,308:17	+0x4:34,+0x3:17,+0x5:17,+0x2:17	exact:85
261	0x331975	0x331c7a	0x305	479	203	76	189:31,307:26,28:23,199:20,123:20,347:18,114:18,297:15	189:31,307:26,28:23,199:20,123:20,347:18,114:18,297:15	+0x4:255,+0x3:116,+0x5:47,+0x2:42,+0x6:19	exact:479
262	0x331c8b	0x331e7d	0x1f2	645	129	59	18:40,347:40,157:25,168:25,28:20,268:20,297:20,340:20	18:40,347:40,157:25,168:25,28:20,268:20,297:20,340:20	+0x4:360,+0x3:130,+0x5:70,+0x2:50,+0x6:35	exact:645
263	0x331e8e	0x3320fd	0x26f	648	162	71	196:36,64:24,258:24,173:24,185:20,189:20,180:16,168:16	196:36,64:24,258:24,173:24,189:20,180:16,168:16,215:16	+0x4:264,+0x5:140,+0x3:104,+0x2:104,+0x6:36	exact:648
264	0x332105	0x332469	0x364	229	229	79	297:13,340:10,258:9,66:8,108:7,307:7,160:6,215:6	297:13,340:10,258:9,66:8,108:7,307:7,160:6,215:6	+0x4:108,+0x3:46,+0x5:36,+0x2:29,+0x6:10	exact:229
265	0x332477	0x3326a9	0x232	150	150	52	114:8,123:8,18:7,64:7,340:6,347:6,199:6,185:5	114:8,123:8,18:7,64:7,340:6,347:6,199:6,185:5	+0x4:97,+0x3:38,+0x2:6,+0x5:6,+0x6:3	exact:150
266	0x3326b7	0x33292f	0x278	168	168	60	168:8,18:8,347:8,258:7,185:7,307:6,297:6,28:6	168:8,18:8,347:8,258:7,185:7,307:6,297:6,28:6	+0x4:104,+0x3:41,+0x2:9,+0x5:9,+0x6:5	exact:168
267	0x33293d	0x332b71	0x234	150	150	54	297:8,64:8,114:8,189:6,199:6,337:6,168:5,28:5	297:8,64:8,114:8,189:6,199:6,337:6,168:5,28:5	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:150
268	0x332b7f	0x332de3	0x264	162	162	54	340:11,215:10,66:9,346:7,203:6,185:6,347:6,189:6	340:11,215:10,66:9,346:7,203:6,185:6,347:6,189:6	+0x4:100,+0x3:40,+0x2:8,+0x5:8,+0x6:6	exact:162
269	0x332df1	0x332f80	0x18f	104	104	51	340:6,258:5,215:5,157:5,18:5,172:4,287:4,26:4	340:6,258:5,215:5,157:5,18:5,172:4,287:4,26:4	+0x4:63,+0x3:22,+0x5:9,+0x2:6,+0x6:4	exact:104
270	0x332f90	0x333123	0x193	107	107	45	337:7,64:7,258:6,161:6,144:5,66:5,28:5,18:5	337:7,64:7,161:6,144:5,66:5,28:5,18:5,258:5	+0x4:59,+0x3:25,+0x5:10,+0x2:9,+0x6:4	exact:107
271	0x333131	0x3332c0	0x18f	104	104	50	258:7,185:6,297:6,203:5,33:4,157:4,337:4,28:4	258:7,185:6,297:6,203:5,33:4,157:4,337:4,28:4	+0x4:63,+0x3:22,+0x5:9,+0x2:6,+0x6:4	exact:104
272	0x3332d1	0x3334ac	0x1db	126	126	58	347:8,199:6,18:5,307:5,189:4,160:4,114:4,184:4	347:8,199:6,18:5,307:5,189:4,160:4,114:4,184:4	+0x4:66,+0x3:29,+0x5:14,+0x2:12,+0x6:5	exact:126
273	0x3334ba	0x333722	0x268	164	164	62	189:10,199:8,64:6,28:6,114:6,185:6,168:5,215:5	189:10,199:8,64:6,28:6,114:6,185:6,168:5,215:5	+0x4:101,+0x3:40,+0x5:10,+0x2:9,+0x6:4	exact:164
274	0x333730	0x33382d	0xfd	67	67	29	337:5,172:4,64:4,287:4,185:3,199:3,33:3,203:3	337:5,172:4,64:4,287:4,185:3,199:3,33:3,203:3	+0x4:48,+0x3:16,+0x2:1,+0x6:1,+0x5:1	exact:67
275	0x333882	0x333a08	0x186	104	104	47	337:6,297:6,184:5,215:5,114:4,66:4,258:4,20:4	337:6,297:6,184:5,215:5,114:4,66:4,258:4,20:4	+0x4:55,+0x3:26,+0x5:10,+0x2:9,+0x6:4	exact:104
276	0x333a16	0x333bc9	0x1b3	116	116	39	114:6,215:6,33:6,189:6,18:6,185:6,340:5,64:5	114:6,215:6,33:6,189:6,18:6,185:6,340:5,64:5	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
277	0x334a3d	0x334c7b	0x23e	234	150	59	64:20,345:17,185:16,333:16,165:15,52:15,18:8,196:7	64:20,345:17,185:16,333:16,52:15,145:15,18:8,196:7	+0x4:112,+0x3:43,+0x5:29,+0x2:28,+0x6:22	exact:234
278	0x334c91	0x334ca3	0x12	70	5	5	215:14,43:14,64:14,0:14,144:14	43:14,64:14,0:14,144:14,117:14	+0x4:28,+0x3:14,+0x5:14,+0x2:14	exact:70
279	0x334cab	0x33518c	0x4e1	890	323	85	28:29,173:27,347:26,203:25,108:24,340:24,183:23,352:23	28:29,173:27,347:26,203:25,108:24,340:24,183:23,352:23	+0x4:359,+0x5:183,+0x2:142,+0x3:141,+0x6:65	exact:890
280	0x33519c	0x33540c	0x270	486	162	67	108:18,64:15,198:15,185:15,144:15,43:15,199:15,114:15	108:18,64:15,198:15,185:15,144:15,43:15,199:15,114:15	+0x4:201,+0x5:105,+0x2:78,+0x3:75,+0x6:27	exact:486
281	0x335414	0x3355d0	0x1bc	153	115	62	340:8,183:6,49:6,268:6,345:6,66:5,144:5,18:5	340:8,183:6,49:6,268:6,345:6,66:5,144:5,18:5	+0x4:60,+0x5:32,+0x2:25,+0x3:24,+0x6:12	exact:153
282	0x3355e0	0x335853	0x273	326	163	67	307:18,168:14,220:12,28:12,256:10,108:10,173:10,258:10	307:18,168:14,220:12,28:12,256:10,108:10,173:10,258:10	+0x4:134,+0x5:70,+0x2:52,+0x3:52,+0x6:18	exact:326
283	0x33585b	0x3364c6	0xc6b	835	835	98	66:39,337:36,114:33,340:32,189:31,18:29,64:28,28:27	66:39,337:36,114:33,340:32,189:31,18:29,64:28,28:27	+0x4:516,+0x3:202,+0x5:45,+0x2:42,+0x6:25,+0xa:5	exact:835
284	0x3364d7	0x336806	0x32f	213	213	75	64:10,185:8,340:8,297:8,215:7,28:7,189:7,66:6	64:10,185:8,340:8,297:8,215:7,28:7,189:7,258:6	+0x4:122,+0x3:48,+0x5:19,+0x2:15,+0x6:8,+0xa:1	exact:213
285	0x336817	0x3369f2	0x1db	126	126	57	340:7,18:7,215:6,20:6,337:5,189:5,199:4,114:4	340:7,18:7,215:6,20:6,337:5,189:5,199:4,114:4	+0x4:66,+0x3:29,+0x5:14,+0x2:12,+0x6:5	exact:126
286	0x3369fc	0x336d73	0x377	234	234	68	258:12,28:11,114:10,185:10,215:9,168:9,64:9,66:8	258:12,28:11,114:10,185:10,215:9,168:9,64:9,66:8	+0x4:151,+0x3:56,+0x5:11,+0x2:10,+0x6:5,+0xa:1	exact:234
287	0x336dc8	0x33710f	0x347	222	222	65	340:10,199:10,307:9,337:9,258:9,297:9,18:9,114:9	340:10,199:10,307:9,337:9,258:9,297:9,18:9,114:9	+0x4:136,+0x3:58,+0x5:11,+0x2:10,+0x6:6,+0xa:1	exact:222
288	0x337e84	0x3386cd	0x849	619	543	87	28:21,333:17,297:16,124:16,307:15,180:15,108:15,253:15	28:21,333:17,297:16,124:16,307:15,180:15,108:15,253:15	+0x4:258,+0x5:116,+0x3:103,+0x2:88,+0x6:54	exact:619
289	0x3386de	0x3387d9	0xfb	268	67	35	258:20,340:16,28:16,337:16,66:16,158:16,199:12,20:12	258:20,340:16,28:16,337:16,66:16,158:16,199:12,20:12	+0x4:156,+0x3:76,+0x5:16,+0x2:12,+0x6:8	exact:268
290	0x3387ea	0x338e10	0x626	1640	410	93	18:64,258:52,189:48,168:48,172:44,340:44,64:40,297:40	18:64,258:52,189:48,168:48,172:44,340:44,64:40,297:40	+0x4:756,+0x3:284,+0x5:284,+0x2:224,+0x6:92	exact:1640
291	0x338e18	0x338f6c	0x154	91	91	43	189:5,297:5,199:5,176:5,347:4,66:4,114:4,196:3	189:5,297:5,199:5,176:5,347:4,66:4,114:4,196:3	+0x4:51,+0x3:23,+0x2:7,+0x5:7,+0x6:3	exact:91
292	0x338f7a	0x3391ac	0x232	150	150	51	347:11,64:7,185:7,297:6,28:6,196:6,307:6,157:5	347:11,64:7,185:7,297:6,28:6,196:6,307:6,157:5	+0x4:97,+0x3:38,+0x2:6,+0x5:6,+0x6:3	exact:150
293	0x3391ba	0x339432	0x278	168	168	59	64:10,307:8,340:7,199:7,189:6,28:6,174:6,43:5	64:10,307:8,340:7,199:7,189:6,28:6,174:6,43:5	+0x4:104,+0x3:41,+0x2:9,+0x5:9,+0x6:5	exact:168
294	0x339440	0x339674	0x234	150	150	53	189:10,28:9,114:6,307:6,337:6,258:5,199:5,297:5	189:10,28:9,114:6,307:6,337:6,258:5,199:5,297:5	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:150
295	0x339682	0x3398e6	0x264	162	162	53	340:9,307:7,66:7,18:7,28:7,347:7,114:7,337:6	340:9,307:7,66:7,18:7,28:7,347:7,114:7,337:6	+0x4:100,+0x3:40,+0x2:8,+0x5:8,+0x6:6	exact:162
296	0x3398f4	0x339a83	0x18f	104	104	51	64:8,18:7,305:6,215:4,157:4,114:4,43:4,346:4	64:8,18:7,305:6,215:4,157:4,114:4,43:4,346:4	+0x4:63,+0x3:22,+0x5:9,+0x2:6,+0x6:4	exact:104
297	0x339a94	0x339c26	0x192	107	107	47	158:7,340:5,64:5,297:5,337:5,215:5,28:4,161:4	158:7,340:5,64:5,297:5,337:5,215:5,28:4,161:4	+0x4:58,+0x3:26,+0x5:10,+0x2:9,+0x6:4	exact:107
298	0x339c34	0x339dc3	0x18f	104	104	50	168:8,337:6,297:5,199:5,33:4,268:4,307:4,64:4	168:8,337:6,297:5,199:5,33:4,268:4,307:4,64:4	+0x4:63,+0x3:22,+0x5:9,+0x2:6,+0x6:4	exact:104
299	0x339dd4	0x339faf	0x1db	126	126	55	114:9,340:6,18:5,199:5,66:5,347:5,158:5,297:4	114:9,340:6,18:5,199:5,66:5,347:5,158:5,297:4	+0x4:66,+0x3:29,+0x5:14,+0x2:12,+0x6:5	exact:126
300	0x339fbd	0x33a225	0x268	164	164	59	189:11,337:10,297:9,185:7,18:6,287:6,66:6,168:6	189:11,337:10,297:9,185:7,18:6,287:6,66:6,168:6	+0x4:101,+0x3:40,+0x5:10,+0x2:9,+0x6:4	exact:164
301	0x33a233	0x33a330	0xfd	67	67	29	172:4,185:4,18:4,26:4,203:4,189:4,33:4,337:3	172:4,185:4,18:4,26:4,203:4,189:4,33:4,337:3	+0x4:48,+0x3:16,+0x2:1,+0x6:1,+0x5:1	exact:67
302	0x33a385	0x33a50b	0x186	104	104	49	114:8,20:6,337:5,185:5,297:5,18:5,189:5,258:4	114:8,20:6,337:5,185:5,297:5,18:5,189:5,258:4	+0x4:55,+0x3:26,+0x5:10,+0x2:9,+0x6:4	exact:104
303	0x33a519	0x33a6cc	0x1b3	116	116	37	28:10,258:7,64:7,215:6,33:5,66:5,161:5,347:4	28:10,258:7,64:7,215:6,33:5,66:5,161:5,347:4	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
304	0x33b647	0x33be94	0x84d	620	544	87	43:23,18:23,66:19,347:17,189:16,215:15,160:15,144:14	43:23,18:23,66:19,347:17,189:16,215:15,160:15,144:14	+0x4:259,+0x5:116,+0x3:103,+0x2:88,+0x6:54	exact:620
305	0x33bea5	0x33c5b0	0x70b	1872	468	91	28:60,18:56,340:56,168:56,258:48,198:48,43:48,257:48	28:60,18:56,340:56,168:56,258:48,198:48,43:48,257:48	+0x4:768,+0x5:384,+0x3:300,+0x2:300,+0x6:120	exact:1872
306	0x33c5b8	0x33cd0f	0x757	491	491	91	28:22,347:21,337:20,307:17,189:16,258:16,18:15,114:15	28:22,347:21,337:20,307:17,189:16,258:16,18:15,114:15	+0x4:303,+0x3:119,+0x5:27,+0x2:24,+0x6:14,+0xa:3,+0xd:1	exact:491
307	0x33cd1f	0x33d2d9	0x5ba	386	386	79	337:21,297:21,18:18,114:18,189:15,258:14,174:13,347:12	337:21,297:21,18:18,114:18,189:15,258:14,174:13,347:12	+0x4:237,+0x3:97,+0x5:21,+0x2:18,+0x6:11,+0xa:2	exact:386
308	0x33db28	0x33dcbd	0x195	315	105	53	307:15,43:15,315:15,333:12,64:12,26:12,189:12,66:12	307:15,43:15,315:15,333:12,64:12,26:12,189:12,66:12	+0x4:189,+0x3:66,+0x5:27,+0x2:18,+0x6:15	exact:315
309	0x33dcce	0x33de22	0x154	918	90	47	340:63,123:60,297:48,114:48,174:48,199:48,185:48,337:39	340:63,123:60,297:48,114:48,174:48,199:48,185:48,337:39	+0x4:522,+0x3:249,+0x2:57,+0x5:48,+0x6:42	exact:918
310	0x33de30	0x33e02a	0x1fa	1608	134	48	258:96,185:84,189:84,26:72,337:60,28:60,199:60,340:60	258:96,185:84,189:84,26:72,337:60,28:60,199:60,340:60	+0x4:1056,+0x3:420,+0x5:60,+0x2:36,+0x6:36	exact:1608
311	0x33e03b	0x33e14c	0x111	864	72	32	215:48,258:48,18:48,337:48,333:48,340:48,28:36,287:36	215:48,258:48,18:48,337:48,333:48,340:48,28:36,287:36	+0x4:612,+0x3:204,+0x5:24,+0x2:12,+0x6:12	exact:864
312	0x33e15d	0x33e2da	0x17d	909	101	50	114:63,18:45,307:45,340:36,215:36,347:36,297:36,176:36	114:63,307:45,340:36,215:36,347:36,297:36,18:36,176:36	+0x4:486,+0x3:225,+0x5:90,+0x2:72,+0x6:36	exact:909
313	0x33e2e8	0x33e532	0x24a	1404	156	53	189:81,337:72,64:63,28:63,297:63,185:54,199:54,168:45	189:81,337:72,64:63,28:63,297:63,185:54,199:54,168:45	+0x4:882,+0x3:351,+0x5:81,+0x2:63,+0x6:27	exact:1404
314	0x33e540	0x33e707	0x1c7	1089	121	41	340:81,315:72,307:54,337:54,28:54,174:54,347:45,18:45	340:81,315:72,307:54,337:54,28:54,174:54,347:45,18:45	+0x4:747,+0x3:297,+0x6:18,+0x5:18,+0x2:9	exact:1089
315	0x33e718	0x33e829	0x111	648	72	31	33:63,347:36,168:36,258:36,28:27,305:27,337:27,18:27	33:63,347:36,168:36,258:36,28:27,305:27,337:27,18:27	+0x4:459,+0x3:153,+0x5:18,+0x2:9,+0x6:9	exact:648
316	0x33e889	0x33e8d6	0x4d	180	20	18	108:18,320:18,165:9,189:9,157:9,30:9,183:9,199:9	108:18,320:18,189:9,157:9,30:9,183:9,199:9,79:9	+0x4:63,+0x2:36,+0x5:36,+0x3:27,+0x6:18	exact:180
317	0x33e8de	0x33e9e2	0x104	210	70	37	174:18,258:15,215:12,189:12,199:9,28:9,123:9,340:9	174:18,258:15,215:12,189:12,199:9,28:9,123:9,340:9	+0x4:120,+0x3:60,+0x2:12,+0x5:12,+0x6:6	exact:210
318	0x33f278	0x33f6e0	0x468	326	296	80	347:20,185:13,28:12,189:11,196:11,18:10,337:10,157:9	347:20,185:13,28:12,189:11,196:11,18:10,337:10,157:9	+0x4:189,+0x3:71,+0x5:25,+0x2:24,+0x6:16,+0xa:1	exact:326
319	0x33f6f6	0x33f708	0x12	25	5	5	258:5,215:5,196:5,187:5,173:5	215:5,196:5,187:5,173:5,117:5	+0x4:10,+0x3:5,+0x5:5,+0x2:5	exact:25
320	0x33f710	0x33fbf1	0x4e1	512	323	83	258:21,43:18,168:17,66:16,108:15,352:14,114:14,183:13	258:21,43:18,168:17,66:16,108:15,352:14,114:14,183:13	+0x4:207,+0x5:105,+0x2:82,+0x3:81,+0x6:37	exact:512
