segment	start	end	size	events	unique_start_ips	unique_sources	conflict_offsets	conflict_events	sha256	top_sources	top_targets	top_deltas	hex_prefix	hex_suffix
41	0x11c211	0x11c256	0x45	18	18	16	0	0	36c619157b5cc66b369714408f7e79975967c494aceb497b1054655b38756096	18:2,168:2,322:1,183:1,49:1,108:1,64:1,28:1	168:2,322:1,183:1,49:1,108:1,64:1,28:1,200:1	+0x4:7,+0x5:4,+0x3:3,+0x2:3,+0x6:1	88052a235626d97cc68c97e801667f00c8683d01e0f23b1978d6400688f981105d4005ef6786d600b9e43d01af9a97986f9a80153e3a79c5cb100410d300250d	26d97cc68c97e801667f00c8683d01e0f23b1978d6400688f981105d4005ef6786d600b9e43d01af9a97986f9a80153e3a79c5cb100410d300250d003d01e8f8
42	0x11c2aa	0x11c3f9	0x14f	90	90	46	0	0	ff54c0157366c09d5d72715920edc65580e786ae28bbb34350397635d60308a5	347:6,20:6,307:5,114:4,215:4,189:4,340:3,185:3	347:6,20:6,307:5,114:4,215:4,189:4,340:3,185:3	+0x4:51,+0x3:23,+0x2:7,+0x5:6,+0x6:3	1c006005107baee30ec7e01fb70809e8011201cc46c126003d012bf18eb89ac4f4d890c3737f4d3f01379a04e2e2b6003d01a7baf2811e360417b300351db4ab	85329637e7e8017f01011deae06db3c3e801aa7d6c3528fe3c6cace801fdf29b863a8a85f5cee801a5c1242bc89b7d3204d711e80196a8e0d9c04026e8018577
43	0x11c407	0x11c682	0x27b	169	169	60	0	0	2260afef30d722d43e5f52b949874884fe49918f55d0af8ad1e492ded8aa87b9	347:8,28:8,297:7,258:7,215:7,333:7,114:7,185:6	347:8,28:8,297:7,258:7,215:7,333:7,114:7,185:6	+0x4:105,+0x3:41,+0x5:10,+0x2:9,+0x6:4	5b01383c6209b8dd6dbf4ac5f51661e8010a8c7b436008f4a30fc12be80161f8a717979b187096d5080148e80136f4f4256cff63cfcae489248662c0e8015801	d51143c5fbce4ee801d80ad183886703e801a14904912a581118d3e801c2d263270e4dad589fde70e801ccd04cec61ab00e801da51c314545a2f7a3a9d28e801
44	0x11c690	0x11ca2a	0x39a	244	244	77	0	0	6b0041657c3cd61c1e2f1734474c4696ee67e9a014434abaca6c29f22e06c6e7	307:11,64:10,297:8,114:8,337:8,18:8,347:7,28:7	307:11,64:10,297:8,114:8,337:8,18:8,347:7,28:7	+0x4:137,+0x3:53,+0x5:25,+0x2:21,+0x6:8	5b0140316209f611882df3aca0c694e801420aab00d6863a9eb0b200e801a9facc00cc82563d11eb008900e8016acb09f6432b42948ae8df36d9e80161f23a85	ca6ef0045ce8015de7c8d33ac4f56b4286d7e801df45ad22641bade801377fd2cfa4b7cf55aae8011e5d37cbdfb79b73bee801be4c70b5abe53489c7f333e801
45	0x11ca38	0x11ccf7	0x2bf	187	187	60	0	0	0fad29fb9708153b9b1b36f42e39226bf1b7d35898ca81b89e0d9d582cd2a64a	64:9,258:8,189:8,215:8,114:8,66:7,28:7,307:7	64:9,258:8,189:8,215:8,114:8,66:7,28:7,307:7	+0x4:113,+0x3:44,+0x5:13,+0x2:12,+0x6:5	0c014a1cf66936c1cc5bc3743aeec8e801179a98f725102a330740539f05e801382c0a79c6c8e7497ce50264fde80195b12f02e18f5e68f808ff66d0e8015801	e2f3f004dbe801808c880a114c857706e801bec82ff23a5e42078be8014908000236560c6077b9fae801900337cd78aabc3cb7e8018709ba945999003555e801
46	0x11cd05	0x11cf21	0x21c	144	144	48	0	0	c45c837aee8b604af72adea6a3051fa54c679f88b9e50b14213dfc85f05dc5d9	18:10,114:10,337:7,199:6,196:6,297:6,305:5,258:5	18:10,114:10,337:7,199:6,196:6,297:6,305:5,258:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	c700f74e3a7495910003329900fc9ee8013ef5aeab0066d9b4f92b00e801c605eb4c8900a0331b2e2480665a4ee8010853f2fff628005c4e8ec430fde8019003	f02b0b0f82e8013efe90233b3c915a46bb37e8012a4dfb10c72810d3b7e801779a09f3fd92c3e8015155ee8a3201fc013ade70e801af9f48eb7005d038b9e801
47	0x11cf2f	0x11d207	0x2d8	193	193	65	0	0	0ab248c9b347d7e079fffbc02a9afb7db08a0a470b7a4e1f96c73a362c8db3d1	258:11,66:8,114:7,337:7,172:7,185:7,297:6,347:6	258:11,66:8,114:7,337:7,172:7,185:7,297:6,347:6	+0x4:114,+0x3:45,+0x5:15,+0x2:13,+0x6:6	4200f9973a7bd39900eb933cdfe80130cb0470abf64f9197765d4656e8017ac297b7c4dc5ccb16a8501f5e4de5e8012411fb0f1e673abc8d1d7b8c46e801c60e	e8917005ca6fbae8015bfa96e0157f4ce8015e9b5e63bfaaab1df6e80192d7100810fc2679f3e8018ece24a3ed4ca000fce8012b3feb7a9ed5e958ec7e76e801
48	0x11d215	0x11d3d3	0x1be	119	119	40	0	0	cd908efb7802ecc124e03b160455d808738657fa28fad1310a5adbdc7694b9f2	28:7,337:7,347:7,243:6,66:6,196:6,307:5,18:5	28:7,337:7,347:7,243:6,66:6,196:6,307:5,18:5	+0x4:82,+0x3:33,+0x6:2,+0x2:1,+0x5:1	72006b648cace79875769807ecee91e801898db8d304ab00d07c6cdd3a34e801efe9162b4005643d3775d6b69ae80120982a211b280066b72cd8e801faba6970	4701220754e801dd7af4782ce7fb873ad9b4e801f796760128062edad4e801b8e2049bf005569879e8010881a2b9f325af039fe801c8835a27f004ece801984c
49	0x11d3e1	0x11d6a2	0x2c1	187	187	66	0	0	7dd41c7e00090e88c9124d19cda03c1c1971422f1abf16d1d3c31dcff2ac7588	337:8,185:8,340:8,114:7,215:7,18:7,258:6,172:6	337:8,185:8,340:8,114:7,215:7,18:7,258:6,172:6	+0x4:111,+0x3:44,+0x5:15,+0x2:12,+0x6:5	29013186e2a8b7de6e2751c325e801f2c303953a7d899fdb7bdfe6cfe801ecc4b9095d7a233e5ece3ebb0370f8e801e798c4799003ecd682873fe801f9fa6471	f4e1a000bae80191f5041c2301f2a5aee8019e61625a48a74f273ae801e3c6d89700fec005a8ea31e801e834ab005714e2dab5e801938544cb800508e801cd88
50	0x11d6b0	0x11d91b	0x26b	164	164	63	0	0	d3f0f9ea4db528aa2277640c23d371fcc0cef6cad3f73fbff614225174203878	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	+0x4:100,+0x3:41,+0x5:10,+0x2:8,+0x6:5	c70057493a639c9900bc0958a0e801e084e5402a0e8cb202b3c3ab00e80131f518606ecf2838ba3e334cd4e801e1f00232a4c177bcdd77f728005d93e8015ad5	3ad2673ce5d62fe801d7813e3e0b6881e80151c5dd040afb52e49aca6be8013a8db4103d52090571e8013c6703aefca23a2ecee801d80ad3018f1d037217e801
51	0x11d929	0x11da3a	0x111	72	72	34	0	0	2f741fcbdad16680d4ec6cba63956a30062cad3a76c1a62122e8cabbc34a4bd2	66:6,305:4,114:4,18:4,157:3,340:3,346:3,64:3	66:6,305:4,114:4,18:4,157:3,340:3,346:3,64:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	9d007fd799002cd03a5c679900e10ae8018d9d2b763f9e97deeb5ca6a677e80177bfc1d7159e0e4bd889005532e8017c1728002fe7dc87072800459be801d167	aee80135d6c5d5d80aa89c078081879be801e49ca156bf9e4f9ad00004eb00e801e8013d018a87e801e2cc100711dd19a072cf2d7822a2ff647b1f24313d012d
52	0x11da4b	0x11db08	0xbd	51	51	23	0	0	5a2c624df24cd8ea5f12c71206af19135c462fff07f74456ff011b0b2e29d16d	123:5,158:4,215:3,307:3,114:3,174:3,258:3,185:3	123:5,158:4,215:3,307:3,114:3,174:3,258:3,185:3	+0x4:33,+0x3:17,+0x6:1	78451ae80154de7b84f711d803075de3e801e8013d0167b80245ada162deaad35de8016803ba8680058ce801f8b68b1084b30595d4f0afe80113f14a15c8a23a	7f24d1468e4850e801ba45ad5161169d3482e8013a9daf280074ede8015ed7013f1cb1a2d0ea093ae801a44580b3660529577be801760a9900d0113ae801dcf2
53	0x18b66f	0x18b88f	0x220	145	145	54	0	0	41a9de0b4a4149df25f72198c36056194a85a256de0e62ccd30b83124bbe89ed	337:8,18:8,307:7,340:7,215:6,347:6,114:6,346:5	337:8,18:8,307:7,340:7,215:6,347:6,114:6,346:5	+0x4:95,+0x3:37,+0x2:5,+0x5:5,+0x6:3	ab00e8012b003d7999005cab3ac495bd54e801ce7eefdd8fcbdfed46cff00b36987ee801f254e62e97503ab27703505d63e801bc4604efabd62800d000004783	8d6b7005bb3381e801720824830a11540a75e801d80ae845082f81e8019e02174ee09b00063e5a38e8014e8b99bb14fa3ae8011e356e3db4c0f989e0e801467f
54	0x18b89d	0x18ba5b	0x1be	119	119	39	0	0	a354319dd06570001601a42dc4d1d3a44f9bcfa886a72dc30a054580507401fd	28:8,347:8,66:7,189:6,18:6,114:6,199:5,307:4	28:8,347:8,66:7,189:6,18:6,114:6,199:5,307:4	+0x4:82,+0x3:33,+0x6:2,+0x2:1,+0x5:1	cb009f913576beb5ab352799c73616e801ffb2bceae7984797d00aecb42be801bd812dfeb972be45421ea3e006e801591cf662ad2adad9292800e80129f69f91	af473964ede80136e02e8f6a02255388e801c0fadef974e65fbc0adb9ee801c89c126095d178cbbbe801a5e4f9d5d8031a4235e801a8ef549ff00450e80108d9
55	0x18ba69	0x18bd8c	0x323	213	213	71	0	0	920592f3b619c843ef2009bbc707330d418b73c8ac514ce1debe99274a22e91c	18:11,258:11,189:8,337:8,43:8,347:7,64:7,199:6	18:11,258:11,189:8,337:8,43:8,347:7,64:7,199:6	+0x4:124,+0x3:48,+0x5:19,+0x2:16,+0x6:6	c700574a3a853ae4ecd638eb03e80119fa8befab00909a1a44e92b7baa1de801c9ce604072a4ee250c2cf8e80142b4c47a2801961b1dd3281adba44be801c20b	bc3b084b83e8018946a41a23019b74dee80172d969d22aed0b2f805a58e801c0b50f817b68aee801e2d788343a0c7133e1ecebe8013ab5ab25a799007437e801
56	0x18bd9a	0x18beab	0x111	72	72	33	0	0	2cc7d6f7d2f29033a9e2d843f33e0cb5f4ac330dea438e6cb27968af0efed558	26:5,340:4,307:4,114:4,168:3,199:3,347:3,33:3	26:5,340:4,307:4,114:4,168:3,199:3,347:3,33:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	1c006005108aae93003cd399002200e801d8f5ae93d7c6d4c4c654e9ba7ae8010ba81fd2071ffa2409de802c91e801aa66bd2ef5eed04b990cdbe801c9f6680a	eae801882cfaff077900e530dff401c3e801ebacb30014ae8e4d7a3e4151f2e801e8013d01c076e8016be810bb78f6b03811a5e08a2f4ec0a8074657ce3d01e9
57	0x18bebc	0x18c07a	0x1be	119	119	52	0	0	27a334d75ba1e781e7bf0cb3209e6f8ac10defb1da4ffc6ecb2d1d67c5dd67dd	340:8,66:6,307:5,43:5,20:5,258:4,297:4,269:4	340:8,66:6,307:5,43:5,20:5,258:4,297:4,269:4	+0x4:64,+0x3:28,+0x5:12,+0x2:11,+0x6:4	9b10e8010a2768007d0dabd4fb6881003d012b7f6bdc4c4300e7efc00c8bd0fe3ea928002ae5ab5a54003d012ea9d705c4f43a48b21da7462e447bc4503a20a4	2ca1f004c4e801a753a00ae1b85d2301f958e801cb95280041dd18e801f0adf5891141a000a7e801dd7a7cfa74e6f7bb0a1659e801de8e99009e9dbee801b972
58	0x18c088	0x18c2a6	0x21e	145	145	50	0	0	fb7de9ba3af9a4f1f4d0fe3049697fe0326afe01ac96fc891b14c6c5453da539	114:9,66:8,315:7,258:7,337:6,172:5,64:5,157:5	114:9,66:8,315:7,258:7,337:6,172:5,64:5,157:5	+0x4:94,+0x3:37,+0x2:6,+0x5:5,+0x6:3	c7000f483a8b8364bc12e1eb03e80171f2721bdf5b2d1a1cc3e8ab00e80161f275132847cf8900fc6d7dfbe80151f61daa8d008a65b9c0a3449fa6cee8015801	eca0ee702ba445e8012d0f72c4431840e801a1f4123d0bf47c072a58f9e80112ac4e4e798900e801257fbe343febc00520fa5ce8017398ad58d5cca3d0bce801
59	0x18c2b4	0x18c467	0x1b3	116	116	37	0	0	c7c14d6a472cde95f38861d97fa5f1fa32c78c10857bcaa53581c65d4a8956d7	189:9,64:9,66:6,199:6,114:6,196:5,315:4,287:4	189:9,64:9,66:6,199:6,114:6,196:5,315:4,287:4	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	bd009900c4ec19555ecff80a2ee80161f212d46c87f955bf059671a5de9ce8017a050dfd33b589007f2d3a0eaae801000284421c0f4af29f4dcfe80154bd73fa	2a9b945afae8017f83c8779fbf20923aa29ae801f509370011595a5eefe801f390cc6169dded4427e801ef9c9bf0fa35afe8017a3db1eefe92fd99006a6ae801
60	0x22fe2d	0x22ffb1	0x184	7498	103	50	0	0	bbdcd9d53410b2eb127f93528208d60b007f85b5df614c8b9de74b5a321e8e48	258:771,172:260,199:260,43:259,337:259,185:258,297:258,203:257	258:771,172:260,199:260,43:259,337:259,185:258,297:258,203:257	+0x4:3124,+0x5:1538,+0x3:1297,+0x2:1282,+0x6:257	6201e801020146c2077668565ecfd00cbaf45be80110a3db0f7de18ce2d3d0b6ba3fe80189c675d8099daf81001ce6fd9fe801b47e7007b8f81ce5bb7c3ae801	db62dc7bd0aa8b2862ad873b07c7eceeaa0052963d010f9924d2f189b77ba30186c159df22c93d01ce1ef396500546c134a10408fca726a7993fba82b0473d01
61	0x22ffc2	0x230111	0x14f	20491	91	46	0	0	3c77d1bdd8ba41e5862c83e9c2cbed46258f7ece3c03ad405525cc6c6b286bd4	66:1280,114:1024,307:1024,347:1024,28:1024,258:1024,337:768,340:768	66:1280,114:1024,307:1024,347:1024,28:1024,258:1024,337:768,340:768	+0x4:11781,+0x3:5378,+0x5:1538,+0x2:1538,+0x6:256	c39fb63a3668ff1418b4e9c6cf3d01a76f9f70d67d999946dcee3f9e759ed3d6cc3d743d0127d20d7200d95ea6acb664cf574f91aff7c3fc4e003d014768af82	1e50772fc0e801c1d65f088d75e025af338ae80187403a53b0a26f50e9e801f08c496465ca28e801341bef8337bfa00084e801a57c233e7c7469f83e4496e801
62	0x230122	0x2303ae	0x28c	44544	174	65	0	0	6d87be88201f91b616f7f1711457617781c1bb7eac355febe18953fa742a3f37	196:1792,258:1792,189:1792,168:1536,347:1536,215:1536,114:1280,199:1280	196:1792,258:1792,189:1792,168:1536,347:1536,215:1536,114:1280,199:1280	+0x4:24576,+0x3:8960,+0x5:5888,+0x2:4608,+0x6:512	c4004f6eb4ee920dd4dbbb3cff8ab8e801c71b3a1790b79a1030a5ef9e5ae8014005124c565ed924910100e801a9fa2d82ad0285267a83f92800b50ce8010f89	fa5b130260039000834568004ea33d0100ec654804c628a6f00a6212c1d7348d0d687c003d01f3be482e2006fc3f16c5a034c57900693f111cc43463f7ff3d01
63	0x2303be	0x2304b8	0xfa	66	66	32	0	0	6a3a74f129d79905c41bb8913d94b73e426ccd2f0dbb51b914fd67ddda987cba	66:9,347:6,184:6,114:4,123:3,340:3,20:3,189:2	66:9,347:6,184:6,114:4,123:3,340:3,20:3,258:2	+0x4:38,+0x3:18,+0x5:4,+0x2:3,+0x6:3	381b90d9800d6d4dbe452b0a0126003d019b0cb341b2fe23d42a2223803016abd3e468009b523d0100b7b8325f007bcf71cd70884fcba4041002351734003d01	470119d8dc9475e801ba6914d94fc69ae8010654fc1a280099d55ce801187d53913a540cce00d830e8010489e31c0f5005c8ebe801b80ada427f801e126fe801
64	0x230722	0x230b1b	0x3f9	12609	269	75	0	0	81028bb0daf735756e9b87aeb029129b485068110d68586a6d1f2b1176e29fe4	347:646,337:644,297:516,185:516,64:454,215:453,28:453,161:453	347:646,337:644,297:516,185:516,64:454,215:453,28:453,161:453	+0x4:6743,+0x3:3170,+0x5:1283,+0x2:1027,+0x6:322,+0xd:64	e8016201d700680a88c3f99900fc801c08e801340481868e424c0d2a2a56a6cf26bbe801189cc2685e35399cbb5c91e801e9f9bed5afdef524f14bae53259093	37ff700546180fe801fd59eac7883bc2b2d5e801880ac8c0f4b10ae801ca1889000cefa00048e80131fd904ac6376affa5e8010ad2809989c6d80376564de801
65	0x230b2c	0x230e07	0x2db	12480	195	69	0	0	10a27d293a1441b39849766a730d5ada170b4107a9147934ea27afcf06501ec0	307:576,114:576,258:512,28:448,66:448,347:448,189:384,18:384	307:576,114:576,258:512,28:448,66:448,347:448,189:384,18:384	+0x4:7296,+0x3:2944,+0x5:1088,+0x2:896,+0x6:256	c4004f6e0cf49cf844e0d80992e80139f90313a3f7f67168c3045cd72a47e801bab5abb5198978ec45762c0e97e8010758909f024234c05a8018559be801e16a	14e5f829b62649e801a5176ed5b1ffaa4a59e801e509af8070167a28cfe801d945ad6b9804dd12c4e801259138786876b0e8011b721a113a0ea39900e80145c4
66	0x230e18	0x231217	0x3ff	17600	275	82	0	0	1dae3863b8aa805cf43cc8eef1a228afc47dc18b7801e74ae6c9c6f041847028	157:768,43:640,258:640,66:576,347:512,18:512,172:512,337:448	157:768,43:640,258:640,66:576,347:512,18:512,172:512,337:448	+0x4:8960,+0x3:3520,+0x5:2688,+0x2:2240,+0x6:192	4d01c3e9990004801c08d000a21611e801f5c841b67a0b1483d20b4caa6fe801f30de33d3ef5fb0f520a3ae801a2c2bb542ac3beea356230bb036558e801d5ab	21160e87ae4479a309362dbf7588100aedb33d0100bf0cf28eea4ab11d41a434c56f2d220557623748c53d013ffa143aab00cbd0ab00f8038c99a12b3d0127f9
67	0x249468	0x24972b	0x2c3	376	188	64	0	0	792b30b5595d1845ff04623620b63c7fc283adf9ca76ce03daa4c371aa3615e2	28:22,347:16,340:16,337:14,189:12,43:12,18:12,333:12	28:22,347:16,340:16,337:14,189:12,43:12,18:12,333:12	+0x4:228,+0x3:88,+0x5:26,+0x2:24,+0x6:10	6201e801bd009900bcef4ffebab5cf19bbc439e801c9bd87c48db9c9633aab00e801588bac3181f6cf1ad49e7213346a9fe801dbcf2800d80a7c91820bc3e801	f85ba026f72872e8011008f8cee1b3a3070de8018f435c176f2e3a355ee8017edbac906f5ebbe801a608a688f200dd4208c0ebe801909dafb92834ec92c0e801
68	0x249739	0x249956	0x21d	288	144	52	0	0	3ff3dfe3b341966e34ac9e680fe115c4752a0bf675d454daedc792e101e5137d	258:20,337:16,18:14,66:14,157:12,64:10,346:10,340:10	258:20,337:16,18:14,66:14,157:12,64:10,346:10,340:10	+0x4:186,+0x3:74,+0x5:12,+0x2:10,+0x6:6	4000f5a1990070627a623deb03e80129f1beb052c595b268ff4a5ce3d679e801b3aeecfa71a74e9b4c89001862e80103fc6ed1e5383a1aff2800e80161f8da39	1a54171ef851f0e80112deda94700561306ae8018d3db49715d8eec9f8e801b40a9082800526e80144a6f822666939d40cb479e80182cc8afba00013e801d57d
69	0x249964	0x249b99	0x235	300	150	54	0	0	23aa59ca2a2bdccc45657a2cb5538dad21978baf38ab53892d2fed27e270f062	347:16,28:14,66:14,114:12,157:12,18:12,243:12,337:12	347:16,28:14,66:14,114:12,157:12,18:12,243:12,337:12	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	7200fb628cacbbc49900082133e801a4ac882c7bc3eaab0026802e081c75e80147c58900fc899024faadb22a19e8017ac5b1773056e4363dab0de59de80188b3	897620268ea05de801e805a85cc0c0a39b8ae80175032800d803888523e801f73d0872dbe30ee801aad18282740348a5aee8015ee3dffb322c75794be801e695
70	0x249ba7	0x249ddc	0x235	300	150	55	0	0	2d64a107d24567b51c2ca654cf3f6f887d98778fb0aa214336f64a868b9453e1	189:16,18:14,66:12,340:12,28:12,258:12,337:12,114:10	189:16,18:14,66:12,340:12,28:12,258:12,337:12,114:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	4200f1923ae1ae930082cd9900f06ce80160053b78aa93007801ab0012c9e801979856d620151e836cf42de80149f6d75bb2a428dceedf91047fe80139f97e95	969bbc4b09e801bf5190745e47034003e8011353c9b8199b3a680ddd53e801d50d28a0d803c48920e8019003101d460a93e8016a1313003a6767d4e6e8013bff
71	0x249dea	0x24a01f	0x235	300	150	55	0	0	5be790cf7849303bd33fe8a4c141cb499e44c8d5ca21806e6db56957bc095039	114:16,64:14,18:14,66:12,199:12,347:12,185:12,258:10	114:16,64:14,18:14,66:12,199:12,347:12,185:12,258:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	a8009900ced0f22e1c96fcea9ce8019c8852657539d51970d79847bb1ab0e801cc0b5082f4033a18d51c00e80161f2ca17083d002f84441ff062e80199f56a63	5c640647010f29e801780f76f6fbcf9de801dc28304710ad0235afe801aacf29dd7a0eaf8900e801fa4a93f73af1461e8e639de801a4ef99002a5b7d039be801
72	0x24a02d	0x24a292	0x265	324	162	59	0	0	f693b78af45de3b3f07bdb533e8550eba0c81e7af991669d1ede9263bb4befd3	189:18,28:16,18:16,337:14,340:12,307:12,123:12,168:10	189:18,28:16,18:16,337:14,340:12,307:12,123:12,168:10	+0x4:198,+0x3:80,+0x5:18,+0x2:16,+0x6:12	ac00b2af930068079900303db30005e8016b0066d924f82b008809e8914fe801469a3ceb40052859336dd64692e801051a2800f2184e6cd000b00e36e801dd28	4e030099ba0a11e80100025848df4eec5824e80151b47ab8a9a446e801ce2f890030e208056c7e71e801bd6712ab33104c5b23e801e8055c72b614e5a2bbe801
73	0x24a2a0	0x24a4d5	0x235	300	150	55	0	0	92fd3a0094cb64f7fe5656a51f7d5f172459d85042d7e75065af9ab03b1b14da	28:18,189:18,114:14,297:14,307:12,161:12,258:10,43:10	28:18,189:18,114:14,297:14,307:12,161:12,258:10,43:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	1c00900310af49f80b0b714ce0e8014acbdad872bfb4b562f736ce2ae801aa83f65a402719970a61bdcb02d8aee801f042fe49bf35c111cd28004ebde8012e79	b43e8c5821c867e801ab5b93f0fb893a51efe801c642e34492213a0852e801de998900f554bee801b8fc44a75bea7abdae8a6fe801f80e3f448e3003e8011a48
74	0x24a4e3	0x24a8c5	0x3e2	522	261	75	0	0	abaa0240a42a3c5f0ae6cb63aa262cb991ca5abe0b2f8f85dd69ddb3ea3d99bd	64:26,28:22,337:22,18:18,258:16,199:16,66:16,43:16	64:26,28:22,337:22,18:18,258:16,199:16,66:16,43:16	+0x4:280,+0x3:112,+0x5:56,+0x2:48,+0x6:26	d7004005881c5fd5d6e2f953b64d0fe801a5c9475d65ee5cf5d73db2cad7e80169e45e9d0b7e1358a7d6d7c2bee80121fba81758060e0f99c47ee8017cc3080c	4701e608b9e801911d1f599d7080053ce801260083ee5e5c9510e5e801767fe43d108971e04ae8015c300def2ce87005688b33e8010002fe0290dc8dbacce801
75	0x24a8d3	0x24ab6a	0x297	350	175	61	0	0	addb3c9fad7c50a15b8f2088a05e337c73654a7b99eeb6a228a1891a87f53c47	28:18,340:18,18:18,64:14,258:14,347:14,189:12,243:10	28:18,340:18,18:18,64:14,258:14,347:14,189:12,243:10	+0x4:210,+0x3:84,+0x5:22,+0x2:20,+0x6:14	0c014a1cc66200029b0a8a60f96d1de801539d3a21879ecf5961aca8169ee8016f6792e30089007a28717f2918e8014f1528000aa42490d000f86037e801a09a	3a7289ce01451ae80190682301ac55aae8018e6c03922ab50d4d000026e80100023a6a0d7c776df9e801a432ab00e794a2de06e801100888db9f8d0bf270e801
76	0x24ab78	0x24ae0f	0x297	350	175	61	0	0	13d4f599d4b899ef3236539d578c2cbcbc0c5203d13d7f0c02c23ba6c27a19f4	18:28,64:20,258:18,114:14,340:12,28:12,215:12,123:12	18:28,64:20,258:18,114:14,340:12,28:12,215:12,123:12	+0x4:210,+0x3:84,+0x5:22,+0x2:20,+0x6:14	5401ac1299006061a5cf88098074fce80141771cf9eb08af4054917b5eb5e801d75f89001b9e3a46867edbc270e8018ccad0c068092a8bb7e30091afe8011008	12084bac3ae80177495a3bb82bcbfd3a4129e801de7d549bd803e25a9be801832d0362bf223ae801117d10cbc6b7f00407e801419aa080fc02d803248926e801
77	0x24ae1d	0x24b052	0x235	300	150	54	0	0	183d6cc66ade641c59d7b0cc33cbb82700e79e6b52f6b9062bbc079800925d56	297:24,337:18,43:14,340:14,114:12,28:10,185:10,64:10	297:24,337:18,43:14,340:14,114:12,28:10,185:10,64:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	c4004f6eacf8308177e7f80846b436e801ec697af5d42dd30a98073aa69ee8015d6aad00579168ef3abdaae80184bc3a0dab445f2828ea45eb7bad12e801ea85	6661f004a8e8019b9781bd36e9a606f1e801e29d880a3a18f3b00a201ae801838112ab90870f5ef6e801ef9ca03bc9355a1af3e801fb5ff248426d5b2b41e801
78	0x24b060	0x24b39b	0x33b	436	218	73	0	0	4153a66aab7b4c14c6204c1f0fd26d104f5baac33836ccf95199bd4b04c373b5	340:22,297:20,114:18,189:16,18:16,307:14,268:12,185:12	340:22,297:20,114:18,189:16,18:16,307:14,268:12,185:12	+0x4:246,+0x3:98,+0x5:40,+0x2:34,+0x6:18	0c014a1cce670f03e0ddfc103a9036e8010e8c3203fbcaab00184bb6e016e8016bfa8900120989004014264692e801e51e2800470b7a6266f4ae6af2e801a7c8	327aa7f07a5ad3e801bc8c0c913ea5aee801ce46ce912800c005104249e80102b904f87651e4ef77e801761d86e07c86b1cd4ee801d80a61240c208172aee801
79	0x24b3a9	0x24b640	0x297	350	175	61	0	0	9afcff91d5142f3496a529692d8a4d785656c9d19b81a8c89ec75e728443685c	337:16,18:16,199:14,347:14,297:14,340:14,189:14,66:12	337:16,18:16,199:14,347:14,297:14,340:14,189:14,66:12	+0x4:210,+0x3:84,+0x5:22,+0x2:20,+0x6:14	ac00b2af0b0c43d476daf70750e801a9fa9e0c32813f9e689783d6b6fd9de801b57bd105978fb8fa8809e8090fe80193a8eb006909ab8011d4cee801967b391e	283cb24701a467e801100868162bf3fbe80112dfe388ce156e25afaba4e801e8aa1a69bacd0998ade801f89fab0053e2368acee801a00a6ea46c99003d40e801
80	0x24b64e	0x24b883	0x235	300	150	50	0	0	d17b2a72a6b4f4b1ece24a143c2b595c9a781bc7aabbd0bd5f8b1d8d75c5617c	258:18,18:16,161:16,215:14,297:12,189:12,337:12,340:10	258:18,18:16,161:16,215:14,297:12,189:12,337:12,340:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	290131aee2ea9c9900ac9418e9e801e9f97a15b2dc1c2664610f0ed20548e801933fc01585a567e10208e33da3e801a792c479241a2800d8097ce801e1f0ac34	a46a815ce2d26fe8015dd8272a814228e80104f7ba2db9ea14c22a6769e801a00aa8b64489001d73e801fee63aaf18a07baa75e801880aa85bf1424be801d215
81	0x24b891	0x24bb69	0x2d8	386	193	67	0	0	b7636a66821ffa780c5b24e8cc404cf184eac3b025cae04e0352cd928fe85f13	258:20,18:18,114:18,66:16,307:14,347:12,337:12,64:12	258:20,18:18,114:18,66:16,307:14,347:12,337:12,64:12	+0x4:228,+0x3:90,+0x5:30,+0x2:26,+0x6:12	0c014a1cbe6c242b308bd00ab66481e8019382adc163918ab04e8db3e80149f64f062a7dcecc9c4d39e14df43ae8018fa2280060081e01d3b84ae801e1f07416	52c3df55aae801a66c932c1bfffea53ae8017842faf3fd2a10042ae801250c424b29d2a00048e801c975f384af00f00447e80119521002160eae70171154e801
